pro_title,pro_brand,pro_model,pro_color,数量,normalized_brand,device_category,normalized_model,memory_storage,normalized_color,storage
华为 MateBook D14 2024,华为,i5-13420H/16G/512G/集显/14英寸 皓月银,i5-13420H/16G/512G/集显/14英寸 皓月银,10,Huawei 华为,Computer,MateBook D14,未知+16GB,银色,未知+16GB
联想 小新Pad 2024款,联想（Lenovo）,6GB+128GB 烟霞紫 11英寸,6GB+128GB 烟霞紫 11英寸,2,Lenovo 联想,Computer,6GB+128GB,6GB+128GB,紫色,6GB+128GB
小米 MIX Flip,小米,12+512G 白色,12+512G 白色,2,Xiaomi 小米,Smartphone,MIX Flip,未知+512GB,白色,未知+512GB
三星 Galaxy Z Fold6,三星,星夜银 12+512G,星夜银 12+512G,2,Samsung 三星,Smartphone,Galaxy Z Fold6,未知+512GB,银色,未知+512GB
小米 MIX Fold4,小米,16+1T 白色,16+1T 白色,3,Xiaomi 小米,Smartphone,MIX Fold4,未知+1024GB,白色,未知+1024GB
iPhone 16 Pro Max,Apple,黑色钛金属 512G,黑色钛金属 512G,48,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,黑色,未知+512GB
vivo IQOO Neo9S Pro+,vivo,星曜白 12+256G,星曜白 12+256G,4,VIVO,Smartphone,vivo IQOO Neo9,未知+256GB,白色,未知+256GB
vivo iQOO Neo9S Pro,vivo,格斗黑 16+1T,格斗黑 16+1T,2,VIVO,Smartphone,vivo iQOO Neo9,未知+1024GB,黑色,未知+1024GB
华硕(ASUS)无畏16,华硕,i5-12500H/16G/512GSSD/锐炬Xe/银色,i5-12500H/16G/512GSSD/锐炬Xe/银色,4,Asus 华硕,Computer,ASUS,未知+16GB,银色,未知+16GB
iPhone 15 Pro（准新）资源机,Apple,白色钛金属 128G,白色钛金属 128G,4,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,白色,未知+128GB
vivo Y300 Pro,vivo,钛色 12+512G,钛色 12+512G,2,VIVO,Smartphone,vivo Y300 Pro,未知+512GB,钛色 12+512G,未知+512GB
ThinkBook 16+ 2023,联想,i7-13700H/32G/1T/RTX3050/16英寸 苍岩灰,i7-13700H/32G/1T/RTX3050/16英寸 苍岩灰,1,Lenovo 联想,Computer,ThinkBook 16,未知+32GB,灰色,未知+32GB
华为 Mate 60,华为,Mate 60 专属版 雅丹黑 12+256G,Mate 60 专属版 雅丹黑 12+256G,3,Huawei 华为,Smartphone,Mate 60,未知+256GB,黑色,未知+256GB
魅族21 Note,魅族,魅族白 16+512G,魅族白 16+512G,5,Meizu 魅族,Smartphone,Note,未知+512GB,白色,未知+512GB
iPad 2022款,Apple,10.9 英寸 WiFi版 256G 蓝色,10.9 英寸 WiFi版 256G 蓝色,1,Apple 苹果,Smartphone,iPad 2022,未知+256GB,蓝色,未知+256GB
华为 FreeClip 耳夹耳机,华为,星空黑,星空黑,4,Huawei 华为,Earphone,FreeClip,未知,黑色,未知
华为 畅享70,华为,雪域白 128G,雪域白 128G,1,Huawei 华为,Smartphone,畅享 70,未知+128GB,白色,未知+128GB
OPPO Find X7,OPPO,海阔天空 16+512G,海阔天空 16+512G,1,OPPO,Smartphone,OPPO Find X7,未知+512GB,海阔天空 16+512G,未知+512GB
荣耀 Play9T,荣耀,松石绿 8+128G,松石绿 8+128G,1,Honor 荣耀,Smartphone,Play9,未知+128GB,绿色,未知+128GB
荣耀Magic V3,荣耀,苔原绿 16+512G,苔原绿 16+512G,8,Honor 荣耀,Smartphone,Magic V3,未知+512GB,绿色,未知+512GB
华为 Pura 70,华为,公开零售版 羽砂黑 12+512G,公开零售版 羽砂黑 12+512G,12,Huawei 华为,Smartphone,Pura 70,未知+512GB,黑色,未知+512GB
华为 FreeBuds Pro 3,华为,星河蓝,星河蓝,3,Huawei 华为,Earphone,FreeBuds Pro 3,未知,蓝色,未知
Xiaomi 14,小米,岩石青 16+1T,岩石青 16+1T,2,Xiaomi 小米,Smartphone,Xiaomi 14,未知+1024GB,岩石青 16+1T,未知+1024GB
荣耀X50,荣耀,全新  雨后初晴  标准版 16GB+512GB,全新  雨后初晴  标准版 16GB+512GB,2,Honor 荣耀,Smartphone,X50,16GB+512GB,全新  雨后初晴  标准版 16GB+512GB,16GB+512GB
MacBook Air 2024款,Apple,M3/8+10核/16G+512G 15.3英寸 星光色,M3/8+10核/16G+512G 15.3英寸 星光色,2,Apple 苹果,Computer,MacBook Air 2024,16GB+512GB,M3/8+10核/16G+512G 15.3英寸 星光色,16GB+512GB
红魔9Pro,努比亚（nubia）,氘锋透明银翼 5G全网通  12+256G,氘锋透明银翼 5G全网通  12+256G,3,Nubia 努比亚,Smartphone,Pro,未知+5GB,银色,未知+5GB
vivo Pad3 Pro,vivo,寒星灰 12GB+256GB,寒星灰 12GB+256GB,3,VIVO,Smartphone,vivo Pad3 Pro,12GB+256GB,灰色,12GB+256GB
iPhone 15 Pro（准新）资源机,Apple,原色钛金属 128G,原色钛金属 128G,10,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,金色,未知+128GB
华为 MateBook D16 2024,华为,i5-13500H/16G/1T/集显/16英寸 深空灰,i5-13500H/16G/1T/集显/16英寸 深空灰,2,Huawei 华为,Computer,MateBook D16,未知+16GB,灰色,未知+16GB
vivo S19Pro,vivo,烟雨青 12+512G,烟雨青 12+512G,2,VIVO,Smartphone,vivo S19Pro,未知+512GB,烟雨青 12+512G,未知+512GB
红魔9S Pro,努比亚（nubia）,暗夜骑士 12+512G,暗夜骑士 12+512G,2,Nubia 努比亚,Smartphone,S Pro,未知+512GB,红色,未知+512GB
华硕 天选4,华硕,i7-13700H/16G/512SSD/RTX4060 8G独显/144Hz/100%DCI-P3/日蚀灰,i7-13700H/16G/512SSD/RTX4060 8G独显/144Hz/100%DCI-P3/日蚀灰,8,Asus 华硕,Computer,i7-13700H/16G/512SSD/RTX4060 8G独显/144Hz/100%DCI-P3/日蚀灰,未知+16GB,灰色,未知+16GB
华为 Mate 60 Pro,华为,12+1T 雅丹黑 标准版,12+1T 雅丹黑 标准版,5,Huawei 华为,Smartphone,Mate 60 Pro,未知+1024GB,黑色,未知+1024GB
红米 Note14 Pro,红米,暮光紫 12+256G,暮光紫 12+256G,1,Xiaomi 小米,Smartphone,Note14 Pro,未知+256GB,紫色,未知+256GB
vivo X100 Ultra,vivo,钛色 16+1T 专属版,钛色 16+1T 专属版,3,VIVO,Smartphone,vivo X100 Ultra,未知+1024GB,钛色 16+1T 专属版,未知+1024GB
vivo IQOO Neo9S Pro+,vivo,星曜白 12+512G,星曜白 12+512G,1,VIVO,Smartphone,vivo IQOO Neo9,未知+512GB,白色,未知+512GB
vivo X100 Ultra,vivo,钛色 专属版 12+256G,钛色 专属版 12+256G,2,VIVO,Smartphone,vivo X100 Ultra,未知+256GB,钛色 专属版 12+256G,未知+256GB
Xiaomi 14,小米,16+1T 白色,16+1T 白色,4,Xiaomi 小米,Smartphone,Xiaomi 14,未知+1024GB,白色,未知+1024GB
华为 nova Flip,华为,256G 零度白,256G 零度白,3,Huawei 华为,Smartphone,nova Flip,未知+256GB,白色,未知+256GB
Apple iPhone 16 Pro Max,Apple,256G,黑色钛金属,180,Apple 苹果,Smartphone,Apple iPhone 16 Pro,未知+256GB,黑色,未知+256GB
Apple iPhone 16,Apple,512G,白色,4,Apple 苹果,Smartphone,Apple iPhone 16,未知+512GB,白色,未知+512GB
Apple iPhone 16 Pro,Apple,256G,黑色钛金属,13,Apple 苹果,Smartphone,Apple iPhone 16 Pro,未知+256GB,黑色,未知+256GB
Apple 全新国行 2024款 iPad Pro,Apple,"11英寸,无线局域网256G",深空黑,2,Apple 苹果,Smartphone,Apple  2024,未知+256GB,黑色,未知+256GB
Apple iPhone 16,Apple,256G,白色,3,Apple 苹果,Smartphone,Apple iPhone 16,未知+256GB,白色,未知+256GB
Apple iPhone 16,Apple,256G,黑色,2,Apple 苹果,Smartphone,Apple iPhone 16,未知+256GB,黑色,未知+256GB
Apple iPhone 16 Pro,Apple,128G,黑色钛金属,6,Apple 苹果,Smartphone,Apple iPhone 16 Pro,未知+128GB,黑色,未知+128GB
机械革命 蛟龙15K,机械革命（MECHREVO）,R5-6600H/16G/512G/RTX3050/15.6英寸 灰色,R5-6600H/16G/512G/RTX3050/15.6英寸 灰色,2,MECHREVO 机械革命,Smartphone,R5-6600H/16G/512G/RTX3050/15.6英寸 灰色,未知+16GB,灰色,未知+16GB
realme GT6,realme,光年白 12+256G,光年白 12+256G,4,Realme 真我,Smartphone,realme GT6,未知+256GB,白色,未知+256GB
OPPO Find N3 Flip,oppo,镜中之夜 12+512G,镜中之夜 12+512G,1,OPPO,Smartphone,OPPO Find N3,未知+512GB,镜中之夜 12+512G,未知+512GB
红米 Note14 Pro,红米,子夜黑 8+256G,子夜黑 8+256G,1,Xiaomi 小米,Smartphone,Note14 Pro,未知+256GB,黑色,未知+256GB
Apple Watch Series 10,Apple,亮黑色铝金属表壳 黑色运动型表带 - M/L GPS＋蜂窝版 46mm,亮黑色铝金属表壳 黑色运动型表带 - M/L GPS＋蜂窝版 46mm,1,Apple 苹果,Smartphone,Apple Watch Series 10,未知,黑色,未知
华硕 天选4,华硕,i5-13500H/16G/512GSSD/RTX4050 6G独显/144Hz/100%sRGB/魔幻青,i5-13500H/16G/512GSSD/RTX4050 6G独显/144Hz/100%sRGB/魔幻青,1,Asus 华硕,Computer,i5-13500H/16G/512GSSD/RTX4050 6G独显/144Hz/100%sRGB/魔幻青,未知+16GB,i5-13500H/16G/512GSSD/RTX4050 6G独显/144Hz/100%sRGB/魔幻青,未知+16GB
小米 MIX Fold4,小米,龙鳞纤维版 16+512G,龙鳞纤维版 16+512G,5,Xiaomi 小米,Smartphone,MIX Fold4,未知+512GB,龙鳞纤维版 16+512G,未知+512GB
华为 Mate X5,华为,羽砂金 12+512G,羽砂金 12+512G,7,Huawei 华为,Smartphone,Mate X5,未知+512GB,金色,未知+512GB
华为 WATCH GT 4,华为,山茶棕 真皮表带 GT 4 （46mm）,山茶棕 真皮表带 GT 4 （46mm）,3,Huawei 华为,Smartwatch,WATCH GT 4,未知,山茶棕 真皮表带 GT 4 （46mm）,未知
Apple Watch Series?9,Apple,星光色运动型表带 S/M 铝金属表壳 45mm 蜂窝+GPS版,星光色运动型表带 S/M 铝金属表壳 45mm 蜂窝+GPS版,1,Apple 苹果,Smartphone,Apple Watch Series,未知,金色,未知
Xiaomi Pad 6 Max 14,小米,12GB+512GB 银色,12GB+512GB 银色,1,Xiaomi 小米,Smartphone,Xiaomi Pad 6 Max,12GB+512GB,银色,12GB+512GB
华为 Mate X5,华为,16GB+512GB 典藏版  羽砂金,16GB+512GB 典藏版  羽砂金,3,Huawei 华为,Smartphone,Mate X5,16GB+512GB,金色,16GB+512GB
OPPO K12,OPPO,青云 12+256G,青云 12+256G,1,OPPO,Smartphone,OPPO K12,未知+256GB,青云 12+256G,未知+256GB
华为 nova Flip,华为,向新绿 512G,向新绿 512G,1,Huawei 华为,Smartphone,nova Flip,未知+512GB,绿色,未知+512GB
iPad 2021款,apple,WiFi版 64G 深空灰色 10.2英寸,WiFi版 64G 深空灰色 10.2英寸,1,Apple 苹果,Smartphone,iPad 2021,未知+64GB,灰色,未知+64GB
vivo X100s,vivo,青云 专属版 16+256G,青云 专属版 16+256G,3,VIVO,Smartphone,vivo X100,未知+256GB,青云 专属版 16+256G,未知+256GB
荣耀90 GT,荣耀,燃速金 12+256G,燃速金 12+256G,1,Honor 荣耀,Smartphone,GT,未知+256GB,金色,未知+256GB
ThinkBook 16 2023,联想,R5-7530U/16G/1T/集显/16英寸 银灰色,R5-7530U/16G/1T/集显/16英寸 银灰色,1,Lenovo 联想,Computer,ThinkBook 16,未知+16GB,银色,未知+16GB
三星 Galaxy Tab A9+,三星,海浪蓝 WLAN版 4GB+64GB,海浪蓝 WLAN版 4GB+64GB,1,Samsung 三星,Smartphone,Galaxy Tab A9,4GB+64GB,蓝色,4GB+64GB
Apple iPhone 16,Apple,128G,黑色,4,Apple 苹果,Smartphone,Apple iPhone 16,未知+128GB,黑色,未知+128GB
Apple iPhone 15 Pro,Apple,256G,原色钛金属,2,Apple 苹果,Smartphone,Apple iPhone 15 Pro,未知+256GB,金色,未知+256GB
Apple iPhone 16 Pro,Apple,256G,沙漠色钛金属,10,Apple 苹果,Smartphone,Apple iPhone 16 Pro,未知+256GB,金色,未知+256GB
iPhone 15 Pro（99新）,Apple,黑色钛金属 128G,黑色钛金属 128G,10,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,黑色,未知+128GB
Apple 全新国行 2024款 iPad Pro,Apple,"13英寸,无线局域网256G",深空黑,1,Apple 苹果,Smartphone,Apple  2024,未知+256GB,黑色,未知+256GB
小米 红米 K70 Pro,小米,16G+512G,墨羽,1,Xiaomi 小米,Smartphone,16G,16GB+512GB,红色,16GB+512GB
Apple iPhone 15 Plus,Apple,256G,黑色,2,Apple 苹果,Smartphone,Apple iPhone 15 Plus,未知+256GB,黑色,未知+256GB
荣耀 Magic6 Pro,荣耀,祁连雪 16+1T 5G全网通,祁连雪 16+1T 5G全网通,1,Honor 荣耀,Smartphone,Magic6 Pro,未知+1024GB,祁连雪 16+1T 5G全网通,未知+1024GB
华为 nova 12 Pro,华为,曜金黑 512G,曜金黑 512G,1,Huawei 华为,Smartphone,nova 12 Pro,未知+512GB,黑色,未知+512GB
Apple Watch Series 10,Apple,亮黑色铝金属表壳 黑色运动型表带 - S/M GPS 46mm,亮黑色铝金属表壳 黑色运动型表带 - S/M GPS 46mm,1,Apple 苹果,Smartphone,Apple Watch Series 10,未知,黑色,未知
荣耀100 Pro,荣耀,月影白 16+1T,月影白 16+1T,1,Honor 荣耀,Smartphone,Pro,未知+1024GB,白色,未知+1024GB
荣耀平板8,荣耀,4GB+128GB WIFI版 标准版 薄荷绿,4GB+128GB WIFI版 标准版 薄荷绿,1,Honor 荣耀,Smartphone,4GB+128GB,4GB+128GB,绿色,4GB+128GB
华硕 天选4,华硕,i7-13700H/16G/512SSD/RTX4060 8G独显/165Hz/100%DCI-P3/魔幻青,i7-13700H/16G/512SSD/RTX4060 8G独显/165Hz/100%DCI-P3/魔幻青,7,Asus 华硕,Computer,i7-13700H/16G/512SSD/RTX4060 8G独显/165Hz/100%DCI-P3/魔幻青,未知+16GB,i7-13700H/16G/512SSD/RTX4060 8G独显/165Hz/100%DCI-P3/魔幻青,未知+16GB
iPhone 15 Pro Max（99新）,Apple,512G 原色钛金属,512G 原色钛金属,3,Apple 苹果,Smartphone,iPhone 15 Pro,未知+512GB,金色,未知+512GB
Xiaomi 14 Pro,小米,岩石青 16+512G,岩石青 16+512G,1,Xiaomi 小米,Smartphone,Xiaomi 14 Pro,未知+512GB,岩石青 16+512G,未知+512GB
荣耀 平板MagicPad2,荣耀,天海青 16GB+512GB,天海青 16GB+512GB,1,Honor 荣耀,Smartphone,16GB+512GB,16GB+512GB,天海青 16GB+512GB,16GB+512GB
Apple Watch Series 10,Apple,亮黑色铝金属表壳 浓墨色回环式运动表带 GPS 46mm,亮黑色铝金属表壳 浓墨色回环式运动表带 GPS 46mm,1,Apple 苹果,Smartphone,Apple Watch Series 10,未知,黑色,未知
Redmi K70,红米,晴雪 12+256G,晴雪 12+256G,6,Xiaomi 小米,Smartphone,Redmi K70,未知+256GB,晴雪 12+256G,未知+256GB
华为 nova Flip,华为,樱语粉 512G,樱语粉 512G,6,Huawei 华为,Smartphone,nova Flip,未知+512GB,樱语粉 512G,未知+512GB
华为 Pura 70 Pro+,华为,公开零售版 魅影黑 16+1T,公开零售版 魅影黑 16+1T,1,Huawei 华为,Smartphone,Pura 70 Pro,未知+1024GB,黑色,未知+1024GB
华为MatePad Air 2023款,华为,12GB+256GB WIFI版  曜石黑,12GB+256GB WIFI版  曜石黑,2,Huawei 华为,Tablet,MatePad Air 2023,12GB+256GB,黑色,12GB+256GB
小米平板6Pro 2023款,小米,8GB+128GB 11英寸 金色,8GB+128GB 11英寸 金色,1,Xiaomi 小米,Smartphone,Pro 2023,8GB+128GB,金色,8GB+128GB
vivo Pad3 Pro,vivo,春潮蓝 12GB+256GB,春潮蓝 12GB+256GB,2,VIVO,Smartphone,vivo Pad3 Pro,12GB+256GB,蓝色,12GB+256GB
华为 nova 12 活力版,华为,曜金黑 512G,曜金黑 512G,2,Huawei 华为,Smartphone,nova 12,未知+512GB,黑色,未知+512GB
荣耀X50,荣耀,全新  典雅黑  标准版 16GB+512GB,全新  典雅黑  标准版 16GB+512GB,2,Honor 荣耀,Smartphone,X50,16GB+512GB,黑色,16GB+512GB
荣耀MagicBook X14 Pro 2023款,荣耀,i5-13500H/16/512G/锐炬Xe/14英寸 冰河银,i5-13500H/16/512G/锐炬Xe/14英寸 冰河银,1,Honor 荣耀,Computer,MagicBook X14 Pro,未知+512GB,银色,未知+512GB
华为 MateBook X Pro 2024,华为,砚黑 U7/32GB/1TB,砚黑 U7/32GB/1TB,1,Huawei 华为,Computer,MateBook X Pro 2024,未知+32GB,黑色,未知+32GB
荣耀 手表4,荣耀（非手机）,曜石黑,曜石黑,1,Honor 荣耀,Smartphone,曜石黑,未知,黑色,未知
华硕 无畏Pro15 2024,华硕,Ultra 5 125H/32G/1T/锐炫/15.6英寸 蓝色,Ultra 5 125H/32G/1T/锐炫/15.6英寸 蓝色,1,Asus 华硕,Computer,Ultra 5 125H/32G/1T/锐炫/15.6英寸 蓝色,未知+32GB,蓝色,未知+32GB
荣耀200 Pro,荣耀,珊瑚粉 12+512G,珊瑚粉 12+512G,1,Honor 荣耀,Smartphone,Pro,未知+512GB,珊瑚粉 12+512G,未知+512GB
iPhone 16 Pro 全新国行正品 顺丰包邮,Apple,256GB,白色钛金属,2,Apple 苹果,Smartphone,iPhone 16 Pro,未知+256GB,白色,未知+256GB
99新 iPhone 15 Pro 5G全网通 灵活租 满一个月可随时归还,Apple,128GB,随机,1,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,随机,未知+128GB
OPPO A3 Pro,OPPO,云锦粉 12+256G,云锦粉 12+256G,2,OPPO,Smartphone,OPPO A3 Pro,未知+256GB,云锦粉 12+256G,未知+256GB
Apple iPhone 15,Apple,256G,蓝色,2,Apple 苹果,Smartphone,Apple iPhone 15,未知+256GB,蓝色,未知+256GB
Apple iPhone 16,Apple,512G,黑色,1,Apple 苹果,Smartphone,Apple iPhone 16,未知+512GB,黑色,未知+512GB
Apple iPhone 16 Pro,Apple,128G,沙漠色钛金属,1,Apple 苹果,Smartphone,Apple iPhone 16 Pro,未知+128GB,金色,未知+128GB
小米 MIX Fold4,小米,龙胆蓝 16+512G,龙胆蓝 16+512G,1,Xiaomi 小米,Smartphone,MIX Fold4,未知+512GB,蓝色,未知+512GB
荣耀X50,荣耀,全新  标准版 12GB+256GB  燃橙色,全新  标准版 12GB+256GB  燃橙色,1,Honor 荣耀,Smartphone,X50,12GB+256GB,全新  标准版 12GB+256GB  燃橙色,12GB+256GB
惠普 星Book Pro14,惠普（HP）,i5-13500H/16G/1TB v3.0 SSD /锐炬/Win11/2.8K 100%色域 /背光键盘/指纹/粉色,i5-13500H/16G/1TB v3.0 SSD /锐炬/Win11/2.8K 100%色域 /背光键盘/指纹/粉色,1,HP 惠普,Computer,i5-13500H/16G/1TB v3.0 SSD /锐炬/Win11/2.8K 100%色域 /背光键盘/指纹/粉色,未知+16GB,i5-13500H/16G/1TB v3.0 SSD /锐炬/Win11/2.8K 100%色域 /背光键盘/指纹/粉色,未知+16GB
MacBook Pro 2022款,Apple,M2/8+10核/8G+256G/13英寸 银色,M2/8+10核/8G+256G/13英寸 银色,1,Apple 苹果,Computer,MacBook Pro 2022,8GB+256GB,银色,8GB+256GB
荣耀X50 GT,荣耀,银翼战神 16+1T 5G全网通,银翼战神 16+1T 5G全网通,2,Honor 荣耀,Smartphone,X50,未知+1024GB,银色,未知+1024GB
荣耀 MagicBook Art 14,荣耀,Ultra 7 155H/32G/1T/锐炫/14.6英寸 夏日橄榄,Ultra 7 155H/32G/1T/锐炫/14.6英寸 夏日橄榄,1,Honor 荣耀,Computer,MagicBook Art 14,未知+32GB,Ultra 7 155H/32G/1T/锐炫/14.6英寸 夏日橄榄,未知+32GB
荣耀X50,荣耀,全新  典雅黑  标准版 12GB+256GB,全新  典雅黑  标准版 12GB+256GB,4,Honor 荣耀,Smartphone,X50,12GB+256GB,黑色,12GB+256GB
iPhone 15 Pro（准新）资源机,Apple,黑色钛金属 128G,黑色钛金属 128G,2,Apple 苹果,Smartphone,iPhone 15 Pro,未知+128GB,黑色,未知+128GB
荣耀Magic V Flip,荣耀,山茶白 12+512G,山茶白 12+512G,2,Honor 荣耀,Smartphone,Magic V Flip,未知+512GB,白色,未知+512GB
机械师 曙光16 2023,机械师（MACHENIKE）,i7-13650HX/16G/1T/RTX4060/16英寸/240Hz 灰色,i7-13650HX/16G/1T/RTX4060/16英寸/240Hz 灰色,2,机械师（MACHENIKE）,Smartphone,i7-13650HX/16G/1T/RTX4060/16英寸/240Hz 灰色,未知+16GB,灰色,未知+16GB
三星 Galaxy Z Flip6,三星,热爱黄 12+256G,热爱黄 12+256G,1,Samsung 三星,Smartphone,Galaxy Z Flip6,未知+256GB,热爱黄 12+256G,未知+256GB
iPad Air 2024款 13英寸,Apple,WiFi版 128G 深空灰,WiFi版 128G 深空灰,2,Apple 苹果,Smartphone,iPad Air 2024,未知+128GB,灰色,未知+128GB
机械革命 蛟龙16 Pro,机械革命（MECHREVO）,R7-7745HX/32G/1TB/RTX4060/16英寸/QHD100色域240Hz 烟灰色,R7-7745HX/32G/1TB/RTX4060/16英寸/QHD100色域240Hz 烟灰色,1,MECHREVO 机械革命,Smartphone,R7-7745HX/32G/1TB/RTX4060/16英寸/QHD100色域240Hz 烟灰色,未知+32GB,灰色,未知+32GB
荣耀X50,荣耀,全新  标准版 8GB+128GB  燃橙色,全新  标准版 8GB+128GB  燃橙色,3,Honor 荣耀,Smartphone,X50,8GB+128GB,全新  标准版 8GB+128GB  燃橙色,8GB+128GB
vivo iQOO Z9,vivo,曜夜黑 12+256G,曜夜黑 12+256G,1,VIVO,Smartphone,vivo iQOO Z9,未知+256GB,黑色,未知+256GB
华为 MateBook E 2023,华为,i5-1230U/16G/1T/锐炬Xe/12.6英寸/星云灰键盘 星云灰,i5-1230U/16G/1T/锐炬Xe/12.6英寸/星云灰键盘 星云灰,1,Huawei 华为,Computer,MateBook E 2023,未知+16GB,灰色,未知+16GB
荣耀100 Pro,荣耀,莫奈紫 16+1T,莫奈紫 16+1T,1,Honor 荣耀,Smartphone,Pro,未知+1024GB,紫色,未知+1024GB
华硕 无畏16 2023,华硕,i9-13900H/16G/1TB/锐炬Xe/星辰银,i9-13900H/16G/1TB/锐炬Xe/星辰银,2,Asus 华硕,Computer,i9-13900H/16G/1TB/锐炬Xe/星辰银,未知+16GB,银色,未知+16GB
华为MatePad 11 2023款,华为,8GB+128GB WIFI版 晶钻白,8GB+128GB WIFI版 晶钻白,1,Huawei 华为,Tablet,MatePad 11,8GB+128GB,白色,8GB+128GB
华为 MateBook X Pro 2024,华为,砚黑 U9/32GB/2TB,砚黑 U9/32GB/2TB,1,Huawei 华为,Computer,MateBook X Pro 2024,未知+32GB,黑色,未知+32GB
OPPO A3 Pro,OPPO,天青 12+256G,天青 12+256G,2,OPPO,Smartphone,OPPO A3 Pro,未知+256GB,天青 12+256G,未知+256GB
华为 MateBook D16 2024,华为,i5-13500H/16G/1T/集显/16英寸 皓月银,i5-13500H/16G/1T/集显/16英寸 皓月银,4,Huawei 华为,Computer,MateBook D16,未知+16GB,银色,未知+16GB
iPhone 14,Apple,标准版 (iPhone 14) 午夜色 128G,标准版 (iPhone 14) 午夜色 128G,2,Apple 苹果,Smartphone,iPhone 14,未知+128GB,标准版 (iPhone 14) 午夜色 128G,未知+128GB
荣耀200 Pro,荣耀,珊瑚粉 16+512G,珊瑚粉 16+512G,1,Honor 荣耀,Smartphone,Pro,未知+512GB,珊瑚粉 16+512G,未知+512GB
iPad 2022款,Apple,10.9 英寸 WiFi版 256G 银色,10.9 英寸 WiFi版 256G 银色,2,Apple 苹果,Smartphone,iPad 2022,未知+256GB,银色,未知+256GB
小米 Pad 6S Pro 12.4,小米,16GB+1TB 黑色,16GB+1TB 黑色,4,Xiaomi 小米,Smartphone,Pad 6,未知+16GB,黑色,未知+16GB
荣耀200 Pro,荣耀,天海青 16+1T,天海青 16+1T,1,Honor 荣耀,Smartphone,Pro,未知+1024GB,天海青 16+1T,未知+1024GB
华为 Pura 70,华为,极速配送 樱玫红 12+512G,极速配送 樱玫红 12+512G,1,Huawei 华为,Smartphone,Pura 70,未知+512GB,红色,未知+512GB
OPPO Reno12,OPPO,柔和桃 16+512G,柔和桃 16+512G,4,OPPO,Smartphone,OPPO Reno12,未知+512GB,柔和桃 16+512G,未知+512GB
vivo X100 Ultra,vivo,专属版 16+512G  深空灰,专属版 16+512G  深空灰,3,VIVO,Smartphone,vivo X100 Ultra,未知+512GB,灰色,未知+512GB
荣耀 平板MagicPad2,荣耀,月影白 8GB+256GB,月影白 8GB+256GB,4,Honor 荣耀,Smartphone,8GB+256GB,8GB+256GB,白色,8GB+256GB
vivo iQOO 12,vivo,16+512G  传奇版,16+512G  传奇版,5,VIVO,Smartphone,vivo iQOO 12,未知+512GB,16+512G  传奇版,未知+512GB
华为 WATCH Ultimate,华为,纵横海洋 钛金属表带,纵横海洋 钛金属表带,8,Huawei 华为,Smartwatch,WATCH Ultimate,未知,金色,未知
iPad Air 2024款 13英寸,Apple,WiFi版 128G 紫色,WiFi版 128G 紫色,2,Apple 苹果,Smartphone,iPad Air 2024,未知+128GB,紫色,未知+128GB
iPhone16 Pro Max国行正品  现货速发 顺丰包邮,Apple,512GB,原色钛金属,1,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,金色,未知+512GB
HUAWEI MateBook 14 2024款,华为,Ultra 5/16GB/512GB 皓月银,Ultra 5/16GB/512GB 皓月银,5,Huawei 华为,Computer,HUAWEI MateBook 14,未知+16GB,银色,未知+16GB
Apple/苹果 AirPods Max,Apple,官方标配,午夜色,2,Apple 苹果,Smartphone,Apple,未知,午夜色,未知
华硕 ROG幻16 Air 2024,华硕,Ultra 9 185H/32GB/1TB/RTX4060/16英寸/2.5K/240Hz 日蚀灰,Ultra 9 185H/32GB/1TB/RTX4060/16英寸/2.5K/240Hz 日蚀灰,1,Asus 华硕,Smartphone,ROG,未知+32GB,灰色,未知+32GB
Apple/苹果 AirPods Max,Apple,官方标配,蓝色,2,Apple 苹果,Smartphone,Apple,未知,蓝色,未知
iPhone16 Pro Max 国行正品  顺丰包邮 租机免审 当天发货,Apple,512GB,黑色钛金属,1,Apple 苹果,Smartphone,iPhone16 Pro,未知+512GB,黑色,未知+512GB
iPhone 16 Pro 全新国行正品 顺丰包邮,Apple,512GB,黑色钛金属,1,Apple 苹果,Smartphone,iPhone 16 Pro,未知+512GB,黑色,未知+512GB
首月1元iPhone16 Pro Max 国行正品  顺丰包邮 租机免审 当天发货,Apple,256GB,白色钛金属,2,Apple 苹果,Smartphone,iPhone16 Pro,未知+256GB,白色,未知+256GB
