pro_title,pro_brand,pro_model,pro_color,数量
华为 MatePad SE 11英寸 2024款,华为,WiFi 8GB+128GB 星海蓝,WiFi 8GB+128GB 星海蓝,1
华为 MatePad Air 12英寸 2024款,华为,12英寸 烟云灰 WiFi 12GB+512GB 柔光版,12英寸 烟云灰 WiFi 12GB+512GB 柔光版,1
星Book14 2023款,惠普（HP）,R5-7520U/16G/512G SSD/锐炬Xe/14英寸 银色,R5-7520U/16G/512G SSD/锐炬Xe/14英寸 银色,1
iPhone11,苹果严选,64G,黑色,5
iPhone 16 Pro,iPhone 16,128G,沙漠色钛金属,5
荣耀 平板9,荣耀,8GB+128GB 天青色,8GB+128GB 天青色,1
Apple Watch Ultra 2,Apple,大号 橄榄色高山回环式表带 钛金属表壳 49MM 蜂窝+GPS版,大号 橄榄色高山回环式表带 钛金属表壳 49MM 蜂窝+GPS版,1
iPhone 16 Pro,iPhone 16,256G,原色钛金属,6
Apple iPad mini 2024款,Apple,8.3英寸 深空灰色 WiFi版 256G,8.3英寸 深空灰色 WiFi版 256G,2
OPPO Pad 3 Pro,OPPO,12.1英寸 夜幕蓝 WiFi 12GB+256GB,12.1英寸 夜幕蓝 WiFi 12GB+256GB,1
OPPO Find X8,OPPO,浮光白 12+512G,浮光白 12+512G,6
Apple iPad mini 2024款,Apple,8.3英寸 深空灰色 WiFi版 128G,8.3英寸 深空灰色 WiFi版 128G,1
小米 Pad 7,小米,11.2英寸 WiFi 12GB+256GB 柔光版 黑色,11.2英寸 WiFi 12GB+256GB 柔光版 黑色,1
iPhone 16 Pro,苹果,iPhone 16 Pro,白色钛金属,2
iPhone 15 Pro Max,苹果,256G,原色,1
vivo iQOO 13,VIVO,16+512G,传奇版,3
iPhone 16 Pro,苹果,iPhone 16 Pro,原色钛金属,1
iPhone 16  Pro Max ,苹果,iPhone 16 Pro Max,白色钛金属,9
iPhone 16 Pro,苹果,128G,白色钛金属,2
华为nova11SE,华为,256G,11号色,1
Apple iPad mini 2024款,Apple,8.3英寸 WiFi版 128G 蓝色,8.3英寸 WiFi版 128G 蓝色,1
华硕a豆14 2022,华硕,i5-12450H/16G/512GSSD/集显 星际银海 14英寸,i5-12450H/16G/512GSSD/集显 星际银海 14英寸,1
小米 Pad 7,小米,11.2英寸 天际蓝 WiFi 8GB+128GB,11.2英寸 天际蓝 WiFi 8GB+128GB,1
华为 MatePad Air 12英寸 2024款,华为,12英寸 羽砂白 WiFi 12GB+256GB,12英寸 羽砂白 WiFi 12GB+256GB,1
华硕 ROG幻14 Air 2024,华硕,R9-8945HS/16GB/1TB/RTX4050/14英寸/2.8K/120Hz 铂月白,R9-8945HS/16GB/1TB/RTX4050/14英寸/2.8K/120Hz 铂月白,1
荣耀 Magic7,荣耀,雪域白 12+256G,雪域白 12+256G,3
Apple Watch Series 10,Apple,亮黑色铝金属表壳 黑色运动型表带 - M/L GPS 46mm,亮黑色铝金属表壳 黑色运动型表带 - M/L GPS 46mm,1
Apple Watch Series?9,Apple,午夜色运动型表带 M/L 铝金属表壳 41mm GPS版,午夜色运动型表带 M/L 铝金属表壳 41mm GPS版,1
华为nova13 Pro,华为,256G,羽砂白,1
OPPO Find X8,OPPO,12+256G,浮光白,2
vivo iQOO 13,VIVO,12+256G,纳多灰,2
小米 15,小米,16+512G,浅草绿,3
华为Pura70Pro+,华为,16+512G,弦乐白,1
iPhone 16 Pro Max 全新国行正品 非监管机,苹果,512G,黑色钛金属,103
iPhone 16 Pro Max 首月1元,苹果,512G,沙漠色钛金属,116
全新iPhone16 Pro Max 租物满减,苹果,256G,黑色钛金属,11
iPhone 16 Pro Max 首月1元,苹果,256G,黑色钛金属,234
iPhone 16 Pro Max 全新国行正品 非监管机,苹果,256G,黑色钛金属,905
iPhone 16 Pro Max 首月1元,苹果,256G,白色钛金属,68
iPhone16 Pro Max 租物专享,苹果,256G,白色钛金属,4
iPhone 16 Pro Max 芝麻推广,苹果,256G,黑色钛金属,5
首月5折iPhone16 Pro Max租物专享,苹果,256G,黑色钛金属,13
iPhone 16 Pro Max 芝麻推广,苹果,512G,沙漠色钛金属,6
iPhone16 Pro 首月1元,苹果,256G,白色钛金属,1
东恒创出单测试,苹果,256GB,黑河银,12
荣耀 Magic 7 Pro 5G智能手机 AI高通骁龙8至尊版,荣耀（HONOR）,12GB+256GB,绒黑色,1
华硕天选5 Pro 游戏笔记本电脑,华硕,R9-7940 16G 1T 4060-8G显卡,青色,1
首月1元iPhone16 Pro Max 国行正品  顺丰包邮 租机免审 当天发货,Apple,512GB,白色钛金属,3
Xiaomi 14 Pro徕卡可变光圈镜头,小米（MI）,16GB+512GB,黑色,1
首月1元 iPhone 16 Pro Max 现货速发 顺丰包邮,Apple,256GB,原色钛金属,30
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/512G,沙漠色钛金属,58
iPhone16 Pro 首月1元,苹果,128G,沙漠色钛金属,1
iPhone 16 Pro 全新国行正品 非监管机,苹果,128G,沙漠色钛金属,1
iPhone16 Pro Max 租物专享,苹果,256G,黑色钛金属,24
iPhone 16 Pro 全新国行正品 非监管机,苹果,256G,白色钛金属,11
iPhone 16 Pro Max 首月1元 活动专享,苹果,256G,黑色钛金属,1
iPhone 16 Pro Max 首月1元,苹果,512G,白色钛金属,36
iPhone 16 全新国行正品 非监管机,苹果,128G,白色,6
iPhone16 Pro 首月1元,苹果,128G,黑色钛金属,1
iPhone 16 全新国行正品 非监管机,苹果,256G,深青色,1
iPhone 16 Pro Max 芝麻推广,苹果,256G,白色钛金属,1
Apple iPad mini 2024款,Apple,8.3英寸 WiFi版 128G 紫色,8.3英寸 WiFi版 128G 紫色,1
测试东恒创,苹果,256GB,石墨色,2
首月1元iPhone16 Pro 租物专享,苹果,256G,白色钛金属,1
iPhone 16 全新国行正品 非监管机,苹果,256G,黑色,1
努比亚 红魔10 Pro+,努比亚（nubia）,暗夜骑士 16+512G,暗夜骑士 16+512G,3
小米 15,小米,16+1TB,浅草绿,1
小米 15,小米,12+512G,黑色,1
小米 15,小米,16+512G,黑色,3
iPhone 15 Pro,苹果,512G,蓝色钛金属,1
一加13,一加,12+512G,黑曜秘境,1
华为novaFlip,华为,512G,向新绿,2
OPPO Find X8 Pro,OPPO,星野黑 12+256G,星野黑 12+256G,4
首月1元iPhone16 Pro Max租物专享,苹果,256G,黑色钛金属,14
vivo X200 Pro,VIVO,12+256G,钛色,1
OPPO Find X8,OPPO,16+512G,气泡粉,2
OPPO Find X8,OPPO,16+512G,星野黑,1
iPhone 15 Pro,苹果,256G,黑色钛金属,5
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/256G,白色钛金属,98
首月1元 iPhone15ProMax 快速审核 高通过率,苹果,首月1元 iPhone15ProMax 快速审核 高通过率/5G全网通/256G,白色钛金属,41
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/512G,原色钛金属,213
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/256G,沙漠色钛金属,63
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/256G,黑色钛金属,79
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/256G,沙漠色钛金属,6
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/256G,白色钛金属,229
首月1元 iPhone15ProMax 快速审核 高通过率,苹果,首月1元 iPhone15ProMax 快速审核 高通过率/5G全网通/256G,黑色钛金属,27
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/256G,原色钛金属,354
iPhone 15（专区专享）,苹果,iPhone 15（专区专享）/5G全网通/256G,蓝色,3
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/256G,黑色钛金属,33
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/512G,白色钛金属,47
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/256G,沙漠色钛金属,76
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/256G,白色钛金属,60
首月1元 iPhone15ProMax 快速审核 高通过率,苹果,首月1元 iPhone15ProMax 快速审核 高通过率/5G全网通/512G,白色钛金属,4
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/1T,白色钛金属,2
首月1元 iPhone15ProMax 快速审核 高通过率,苹果,首月1元 iPhone15ProMax 快速审核 高通过率/5G全网通/512G,原色钛金属,9
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/512G,黑色钛金属,91
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/128G,白色钛金属,32
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/512G,白色钛金属,210
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/256G,原色钛金属,32
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/256G,黑色钛金属,17
iPhone 15 Pro 快速审核 高通过率,苹果,iPhone 15 Pro 快速审核 高通过率/5G全网通/128G,原色钛金属,8
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/256G,原色钛金属,46
首月1元 iPhone15ProMax 快速审核 高通过率,苹果,首月1元 iPhone15ProMax 快速审核 高通过率/5G全网通/256G,原色钛金属,22
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/512G,黑色钛金属,23
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/128G,沙漠色钛金属,14
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/512G,沙漠色钛金属,13
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/512G,原色钛金属,1
iPhone 15 Pro 快速审核 高通过率,苹果,iPhone 15 Pro 快速审核 高通过率/5G全网通/256G,白色钛金属,9
iPhone 15 Plus （专区专享）,苹果,iPhone 15 Plus （专区专享）/5G全网通/256G,蓝色,1
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/128G,原色钛金属,25
iPhone 15 Pro 快速审核 高通过率,苹果,iPhone 15 Pro 快速审核 高通过率/5G全网通/256G,黑色钛金属,6
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/1T,原色钛金属,22
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/128G,黑色钛金属,14
全新 iPhone 16 Pro Max 国行正品,苹果,全新 iPhone 16 Pro Max 国行正品/全网通/512G,原色钛金属,18
iPhone 16 国行正品,苹果,iPhone 16 国行正品/全网通/256G,白色,5
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/1T,白色钛金属,21
iPhone 15 Pro 快速审核 高通过率,苹果,iPhone 15 Pro 快速审核 高通过率/5G全网通/128G,黑色钛金属,1
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/256G,原色钛金属,16
首月1元 iPhone15ProMax 快速审核 高通过率,苹果,首月1元 iPhone15ProMax 快速审核 高通过率/5G全网通/512G,黑色钛金属,6
iPhone 15 Plus （专区专享）,苹果,iPhone 15 Plus （专区专享）/5G全网通/256G,粉色,1
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/128G,原色钛金属,10
iPhone 16 Pro,苹果,iPhone 16 Pro/全网通/256G,沙漠色钛金属,21
iPhone 16 Pro Max 官方正品,苹果,iPhone 16 Pro Max 官方正品/全网通/1T,沙漠色钛金属,6
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/256G,黑色钛金属,3
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/256G,白色钛金属,17
iPhone 16 国行正品,苹果,iPhone 16 国行正品/全网通/128G,黑色,4
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/512G,原色钛金属,14
iPhone 15 Pro 快速审核 高通过率,苹果,iPhone 15 Pro 快速审核 高通过率/5G全网通/128G,蓝色钛金属,2
iPhone 16 官方正品 国行,苹果,iPhone 16 官方正品 国行/全网通/128G,白色,3
首月1元 iPhone15ProMax 快速审核 高通过率,苹果,首月1元 iPhone15ProMax 快速审核 高通过率/5G全网通/1T,原色钛金属,1
首月1元 iPhone 16 Pro Max 现货速发 顺丰包邮,Apple,1TB,白色钛金属,3
HUAWEI MatePad Air 12英寸 2024款平板电脑 2.8K高清大屏,华为（HUAWEI）,WiFi 12GB+256GB,樱语粉,1
全新iPhone 15 Pro Max 新品首发 5G全网通 钛合金金属边框,Apple,256GB,白色钛金属,2
Apple?Watch Series?10 橡胶表带 国行正品 智能手表,Apple,42毫米 GPS版 M/L,亮黑色铝金属表壳,1
首月1元 iPhone 16 Pro全新国行正品 现货速发 顺丰包邮,Apple,512GB,原色钛金属,2
iPhone 16 Pro 全新国行正品 非监管机,苹果,256G,黑色钛金属,20
iPhone 16 Pro Max 首月1元 非监管机 随租随还,苹果,256G,黑色钛金属,35
iPhone16 Pro Max,苹果,256GB,沙漠色钛金属,3
iPhone 14 Pro Max,苹果,128GB,暗紫色,2
iPhone15,苹果,256G,粉色,3
iPhone16 Pro,苹果,128GB,原色钛金属,2
iPhone16 ProMax,苹果,256GB,沙漠色钛金属,21
iPhone16 Pro Max,苹果,256GB,白色钛金属,3
iPhone14 Pro Max,苹果,256G,暗紫色,2
HUAWEI Pura 70 超高速风驰闪拍 第二代昆仑玻璃 双超级快充,华为（HUAWEI）,12GB+512GB,雪域白,1
首月1元 iPhone 16 Pro全新国行正品 现货速发 顺丰包邮,Apple,256GB,黑色钛金属,2
首月1元 iPhone 16 Pro Max 现货速发 国行正品 ,Apple,256GB,沙漠色钛金属,1
iPhone 16,苹果,256GB,白色,4
iPhone16 ProMax,苹果,256GB,白色钛金属,28
iPhone15Plus,苹果,256G,蓝色,1
iPhone16 ProMax,苹果,256GB,原色钛金属,17
iPhone16 ProMax,苹果,512GB,白色钛金属,11
OPPO Find N3,OPPO,12GB+512GB,潜航黑,2
小米 15 Pro,小米,16+512G,白色,4
华为Pura70Pro+,华为,16+512G,魅影黑,1
vivo X200 Pro,VIVO,12+256G,白月光,3
三星 Galaxy Z Fold6 AI智能影像 超轻薄折叠大屏商务手机,三星（SAMSUNG）,12GB+512GB,冷夜蓝,1
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/512G,黑色钛金属,5
iPhone 15 Pro,苹果,iPhone 15 Pro/5G全网通/128G,黑色钛金属,4
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/512G,白色钛金属,7
iPhone 16 国行正品,苹果,iPhone 16 国行正品/全网通/256G,黑色,6
iPhone 15 Pro 快速审核 高通过率,苹果,iPhone 15 Pro 快速审核 高通过率/5G全网通/128G,白色钛金属,1
首月1元 iPhone 15 快速审核 高通过率,苹果,首月1元 iPhone 15 快速审核 高通过率/5G全网通/128G,黑色,1
iPhone 16 国行正品,苹果,iPhone 16 国行正品/全网通/256G,粉色,2
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/1T,原色钛金属,2
iPhone 16 Plus 国行正品,苹果,iPhone 16 Plus 国行正品/全网通/128G,白色,1
iPhone14 Pro Max,苹果,256G,银色,3
iPhone15,苹果,128G,蓝色,3
iPhone16 ProMax,苹果,256GB,黑色钛金属,15
iPhone16 Pro,苹果,256GB,沙漠色钛金属,1
OPPO Find X8 Pro,OPPO,星野黑 16+1T,星野黑 16+1T,1
iPhone 14 Pro Max,苹果,256G,深空黑色,3
iPhone16 Pro Max,苹果,256GB,黑色钛金属,3
联想拯救者R9000P,OPPO,拯救者R9000P 2023 R9-7945HX 16G 1TSSD RTX4060 灰,详规格备注,6
iPhone14ProMax,苹果,256GB,深空黑色,1
华硕天选5 Pro,OPPO,FX607 I7-13650HX 16G/512 4060-8G 165H 2.5K青 天选5 Pro,详规格备注,2
iPhone 16,苹果,128GB,白色,5
iPhone16 Pro,苹果,128GB,沙漠色钛金属,2
iPhone 15 Plus,苹果,256G,蓝色,1
iPhone 15 Pro,苹果,256GB,原色钛金属,3
iPhone 16,苹果,128GB,黑色,9
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i5-12400F 内存32G 硬盘1T 显卡4060ti（海景房机箱）,主机+显示器 27寸 2K 165HZ,2
iPhone 16,苹果,128GB,深青色,1
iPhone16 Pro,苹果,256GB,黑色钛金属,5
iPhone16 Pro Max,苹果,256GB,原色钛金属,1
iPhone13 ProMax,苹果,128G,银色,1
iPhone16 ProMax,苹果,512GB,黑色钛金属,2
iPhone16 Pro,苹果,128GB,黑色钛金属,4
华为Mate60Pro,华为,12GB+512GB,南糯紫,6
小米 15,小米,12+256G,白色,1
vivo X200 Pro,VIVO,16+512G,白月光,2
vivo X200 Pro,VIVO,16+1TB,辰夜黑,1
小米 14 Pro,小米,12+256G,黑色,1
红米 K80,小米,12GB+256GB,汐月蓝,2
OPPO Find X8,OPPO,16+512G,浮光白,1
iPhone 16,苹果,128G,深青色,2
iPhone15 Pro Max 芝麻租物,苹果,256G,"蓝色钛金属
",1
首月1元 iPhone16 Pro Max 新人专享 ,苹果,256G,黑色钛金属,6
iPhone 16 Pro Max 首月1元 非监管机 随租随还,苹果,256G,沙漠色钛金属,35
首月1元iPhone15 Pro Max租物专享,苹果,256G,"蓝色钛金属
",1
iPhone16 Pro Max 全新,苹果,256G,黑色钛金属,1
iPhone 16,苹果,128GB,粉色,4
iPhone14Pro,苹果,256GB,银色,1
iPhone15Plus,苹果,256G,黑色,1
华为MateBook16s,华为,CREFG-32 i9-13900H 32G/1TS集 触控2.5K屏-灰,详规格备注,1
iPhone14Pro,苹果,128GB,暗紫色,2
iPhone16 Pro Max,苹果,512GB,沙漠色钛金属,1
iPhone16 Pro Max,苹果,512GB,原色钛金属,1
小米15,小米,16+512G,黑色,1
首月1元 iPhone15 Pro Max 新人专享,苹果,256G,"蓝色钛金属
",1
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/128G,沙漠色钛金属,1
iPhone 16 国行正品,苹果,iPhone 16 国行正品/全网通/512G,白色,1
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/256G,白色钛金属,81
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/512G,沙漠色钛金属,10
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/256G,沙漠色钛金属,45
iPhone15 Pro Max 官方正品 顺丰包邮,苹果,iPhone15 Pro Max 官方正品 顺丰包邮/5G全网通/256G,黑色钛金属,13
iPhone15 Pro Max 官方正品 顺丰包邮,苹果,iPhone15 Pro Max 官方正品 顺丰包邮/5G全网通/256G,白色钛金属,11
iPhone15 Pro Max 官方正品 顺丰包邮,苹果,iPhone15 Pro Max 官方正品 顺丰包邮/5G全网通/512G,原色钛金属,11
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/256G,原色钛金属,35
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/512G,白色钛金属,65
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/512G,黑色钛金属,10
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/512G,原色钛金属,23
iPhone15 Pro Max 官方正品 顺丰包邮,苹果,iPhone15 Pro Max 官方正品 顺丰包邮/5G全网通/256G,原色钛金属,13
HUAWEI MatePad Pro  12.2英寸 2024新款平板电脑,华为（HUAWEI）,WiFi 12GB+512GB,宣白,2
Apple Watch Ultra 2 2024版 S9智能手表,Apple,49毫米 GPS+蜂窝网络版 M/L,原色钛金属表壳-钛金属米兰尼斯表带-原色,1
Apple?Watch Series?10 橡胶表带 国行正品 智能手表,Apple,46毫米 GPS+蜂窝网络版 M/L,亮黑色铝金属表壳,2
Xiaomi 15 Pro 小米徕卡联合研发 高通骁龙8至尊,小米（MI）,16GB+512GB,云杉绿,2
Xiaomi 15 Pro 小米徕卡联合研发  高通骁龙8至尊,小米（MI）,16GB+512GB,白色,1
联想拯救者Y7000/Y7000P,OPPO,拯救者Y7000 2024  i7-13650HX 24G 512G RTX4060-8G 144HZ,详规格备注,2
联想拯救者Y7000/Y7000P,OPPO,Y7000P 2024 i7-14650HX 16G 1T RTX4060 2.5k 165Hz,详规格备注,3
iPhone15ProMax,苹果,512G,黑色钛金属,1
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i5-12400F 内存16G 硬盘512G 显卡3060（海景房机箱）,主机+显示器 27寸 2K 165HZ,1
iPhone 14 Pro Max,苹果,256G,暗紫色,4
小米15,小米,16+512G,丁香紫,1
iPhone16 Plus,苹果,128GB,黑色,3
iQOO Neo9S Pro,vivo,16GB+512GB,星曜白,1
iPhone15,苹果,512G,蓝色,1
华为Pura 70,华为,12GB+512GB,雪域白,6
iPhone 13,苹果,128G,午夜色,1
iPhone13ProMax,苹果,256G,石墨色,1
荣耀Magic7,荣耀,16+512G,绒黑色,1
iPhone15 Pro Max,苹果,256G,黑色钛金属,1
iPhone15 Pro Max 官方正品 顺丰包邮,苹果,iPhone15 Pro Max 官方正品 顺丰包邮/5G全网通/512G,黑色钛金属,2
iPhone 15 Pro 快速审核 高通过率,苹果,iPhone 15 Pro 快速审核 高通过率/5G全网通/256G,原色钛金属,2
iPhone 16 Pro Max 国行正品,苹果,iPhone 16 Pro Max 国行正品/全网通/256G,黑色钛金属,16
华为Pura 70,华为,12GB+512GB,冰晶蓝,2
小米14Ultra,小米,16+512G,白色,1
iPhone16 Pro,苹果,256GB,白色钛金属,3
iPhone 16,苹果,128GB,群青色,2
iPhone 16,苹果,256GB,群青色,2
iPhone 16 Pro,iPhone 16,128G,白色钛金属,16
iPhone 16 Pro,iPhone 16,128G,原色钛金属,5
iPhone 16,iPhone 16,128G,白色,6
iPhone 16 Pro 国行正品,苹果,iPhone 16 Pro 国行正品/全网通/128G,白色钛金属,4
iPhone 16,iPhone 16,128G,粉色,2
华硕灵耀X13/灵耀13,OPPO,灵耀X13 UM5302 R7-6800U 16G 512 集 夜蓝色 2.8K,详规格备注,1
iPhone16 ProMax,苹果,512GB,沙漠色钛金属,7
iPhone 14 Pro Max,苹果,256G,银色,1
iPhone 13 Pro Max,苹果,256G,远峰蓝色,1
iPhone 15 Pro,苹果,128G,蓝色钛金属,2
小米15 Pro,小米,16+1TB,岩石灰,1
OPPO Find X8 Pro,OPPO,12+256GB,星野黑,1
iPhone14 Pro Max,苹果,128G,银色,1
iPhone16 Pro,苹果,256GB,原色钛金属,8
联想拯救者Y7000/Y7000P,OPPO,Y7000P 2024 i7-14700HX 16G 1T RTX4060 2.5k 165Hz,详规格备注,2
荣耀X50 GT,荣耀,12GB+256GB,幻夜黑,2
华为HUAWEI Pura 70 Pro,华为,12GB+512GB,羽砂黑,1
酷睿i5/i7 低中高端式电脑主机（180天起租）,OPPO,i5-12400F 内存32G 硬盘1T 显卡3060（海景房机箱）,单主机,4
荣耀200,荣耀,12GB+256GB,珊瑚粉,1
iPhone 14 Pro,苹果,128G,银色,1
iQOO Z9 Turbo,vivo,16GB+512GB,曜夜黑,1
iPhone 16 Pro,iPhone 16,256G,白色钛金属,16
iPhone 16 Pro,iPhone 16,256G,黑色钛金属,18
iPhone 16 Pro Max,iPhone 16,256G,黑色钛金属,13
iPhone 16 Pro,iPhone 16,256G,沙漠色钛金属,11
iPhone 16 Pro Max,iPhone 16,256G,白色钛金属,23
iPhone 15 Pro,iPhone 15,128G,黑色钛金属,1
iPhone 15 Pro Max,iPhone 15,256G,原色钛金属,4
iPhone 16 Pro,iPhone 16,512G,白色钛金属,6
iPhone 16 Pro,iPhone 16,512G,原色钛金属,2
iPhone 16,iPhone 16,128G,群青色,1
首月1元 iPhone15 Pro 新人专享,苹果,128G,"蓝色钛金属
",1
首月1元 iPhone16 Pro Max 新人专享 ,苹果,512G,原色钛金属,3
iPhone 16 Pro Max 首月1元 活动专享,苹果,256G,沙漠色钛金属,3
iPhone15 Pro Max 租物专享,苹果,256G,"蓝色钛金属
",3
iPhone 16 Pro Max 首月1元 非监管机 随租随还,苹果,512G,沙漠色钛金属,127
iPhone 16 Pro Max 首月1元,苹果,512G,原色钛金属,24
iPhone 16 Pro Max 首月1元 非监管机 随租随还,苹果,512G,黑色钛金属,8
iPhone 16 Pro Max 首月1元 活动专享,苹果,512G,黑色钛金属,1
iPhone 16 Pro Max 芝麻推广,苹果,512G,原色钛金属,2
Xiaomi 15 Pro 小米徕卡联合研发 高通骁龙8至尊,小米（MI）,16GB+512GB,岩石灰,1
Apple Watch Ultra 2 2024版 S9智能手表,Apple,49毫米 GPS+蜂窝网络版 M/L,原色钛金属表壳-海洋表带-海军蓝色,1
